package,version,released,index,text
survival,3.0-11,,2,Send to CRAN
survival,3.0-10,,1,Make sure all calls to data.frame explicitly select a value for the stringsAsFactors option.
survival,3.0-10,,2,Updates to cox.zph for the singledf option
survival,3.0-10,,3,Add formal test of the cox.zph statistics
survival,3.0-10,,4,Add the sas vignette to the vignettes2 directory (it takes too long to run).
survival,3.0,,1,"Major revision of the survfit routines, see the survival vignette."
survival,3.0,,2,Allow multi-state coxph models.
survival,3.0,,3,Rename remaining .S files as .R
survival,3.0,,4,vcov of a survreg object now contains dimnames (important for the stats::confint function)
survival,3.0,,5,"Subscripting survfit object removes the na.action. This is a loss in the sense that the printout no longer tells us that observations were removed, but the information about which and how many rows were removed was incorrect after the selection."
survival,3.0,,6,"The survexp function, applied to a coxph model with strata, would sometimes produce extraneous y=0 values at the start of a curve."
survival,3.0,,7,Multiple small bug fixes.
survival,2.44-1,2019-03-30,1,Fix error in survreg when the init argument was used.
survival,2.44-1,2019-03-30,2,"B. Ripley found/fixed an incorrect size in survfitkm.c, that could lead to memory overwrite and a hard crash."
survival,2.44-0,,1,"Add several data sets from the reliability literature, which had been used in the tests directory, to the package's data and add a help page of 'reliability'."
survival,2.44-0,,2,"Fix error in residuals.survreg, type=""matrix"", pointed out by Achim Zelies. Another check has been added to the tests."
survival,2.44-0,,3,"The survfit routine now returns the cumulative hazard along with its standard error, and allows for robust variance."
survival,2.44-0,,4,"For (start, stop) data, the survfit result only includes unique stop times."
survival,2.44-0,,5,"Update plot.survfit to plot the cumulative hazard when fun='cumhaz', rather than plotting log(surv)."
survival,2.44-0,,6,"The Nagelkerke R^2 has been removed from summary.coxph. The shortcomings of this measure are well known, concordance is a better measure."
survival,2.44-0,,7,A cluster() term is not allowed in the finegray function; now give an explicit error message to that effect.
survival,2.44-0,,8,"Track down a failure that occured with some infinite coefficient data sets. When iterations run out, the routine now returns the last successful iterate rather than the last attempt, e.g., if the loglik maximizes at infinity the routine now returns the last step at which the partial likelihood, first and second derivatives were all finite. This stops some downstream ""non-finite"" messages."
survival,2.44-0,,9,"Add concordancefit function to help pages and exports, so other packages can more easily invoke it."
survival,2.43-4,,1,Added a hex sticker. It is found in man/figures.
survival,2.43-4,,2,Small grammar changes in a help page.
survival,2.43-4,,3,Fix bug pointed out by A Ruten-Budde. The coxph routine was not passing the timefix option forward to a subseqent concordance call.
survival,2.43-4,,4,"Fine tune the checks for an infinite coefficient. A data set from rehbergT managed to have overflows in the first and second derivative at the same iteration, leading to an update of inf * 0."
survival,2.43-4,,5,"Formally add some small reliability data sets to the package, with a help page of 'reliability'. They had been used in the tests."
survival,2.43-2,,1,"In concordance, allow y to be an orderable factor (either is.ordered=TRUE or it has only 2 levels), instead of giving an error message. Repair some missing references in the vignette."
survival,2.43-2,,2,"Fix an error check in survSplit, when the response has missing values. The routine would fail with an error message when there was no error. (Pointed out by Daniel Wollschläger.)"
survival,2.43-2,,3,"Fix serious error in the finegray function when called with (start, stop) data, e.g., with time-dependent covariates: the censoring distribution G was incorrect which leads to incorrect weights, including NA. Pointed out by Deqiang Zheng along with an example. (The use of time-dependent covariates in a FG model has serious -- I think fatal -- statistical issues, however. The FG approach adds extra 'imputed' follow-up to each subject; but what is the future value of a time-dependent covariate over this new interval?)"
survival,2.43-2,,4,"Update the finegray function to allow case weights. If the original data has sampling weights, for instance, this propogates them properly to the created fgwt variable."
survival,2.43-1,2018-10-29,1,Minor change to the concordance method to better accomodate another package; add one more test case as well.
survival,2.43-1,2018-10-29,2,Change coxph to use concordance() rather than survConcordance. Be aware that this changes the default variance estimate (to a better estimator however).
survival,2.43-1,2018-10-29,3,Add a test to verify that tmerge works with Date objects as the time scale
survival,2.43-1,2018-10-29,4,Add timefix=TRUE option to survdiff
survival,2.43-1,2018-10-29,5,Add code for an edge case to coxph: a data set with no events.
survival,2.43.0,,1,Finish test suite and vignette for concordance.
survival,2.43.0,,2,Run the tests for all packages that depend on survival. Submit to CRAN
survival,2.42-7,,1,"Add arguments to survfit: survfit.matrix did not have start.time, and survfitCI did not have p0. Now both of them have both."
survival,2.42-7,,2,Fix two small errors triggered by the new checks for the use of && or || with arguments whose length is >1. Pointed out by Martin Maechler.
survival,2.42-7,,3,"Add the concordance function, an upgrade of the older survConcordance function. The latter will be depricated. (The draft vignette still needs some polish.)"
survival,2.42-7,,4,"Change survreg so that a returned ""y"" in the object is the original response, not the transformed y used for computation. This was prompted by the concordance.survreg method, but is also more consistent. It forced a change in residuals.survreg and uncovered a long standing bug for any fit that had specified y=FALSE."
survival,2.42-7,,5,"Fix bug pointed out by C McCort: tmerge with ""tdc(time, x)"" would fail if x is of mode character. Add this case to the test suite."
survival,2.42-6,2018-07-13,1,"Remove the cbind.Surv and rbind.Surv methods. The problem is when one is called with mixed arguments, e.g. cbind(Surv(1:4), data.frame(x=6:9, z=c('a', 'b', 'a', 'a')) In the above cbind.Surv is never called, but the presence of a cbind.Surv method messes up the default behavior, see the Dispatch section of help('cbind')."
survival,2.42-5,,1,Add a plot.Surv method per the suggestion of Goran Brostram. Improve the cbind.Surv and rbind.Surv methods to handle mixed argument lists (when there are some Surv arguments and some not).
survival,2.42-5,,2,Add a Survmethods.Rd page documenting the added methods.
survival,2.42-5,,3,"Add ""F"" and ""S"" to the list of fun= arguments to plot.survfit, they are aliases for ""event"" and ""identity"", respectively."
survival,2.42-4,2018-06-30,1,Undo a bug that was introduced in tmerge in 2.42-3; an essential line got commented out with the result that if sequential tmerge calls modify the same variable only the final change was retained. Add a check to the test suite to prevent this in the future.
survival,2.42-4,2018-06-30,2,"Improve multi-state survfit when the input data has extra censored rows, e.g., a subject with transitions to state 1 at time 2 and state 2 at time 8 but data of (0,2,1), (2,5,0), (5,8,2); the survSplit routine often generates such rows. Formerly the transitions table in the output would be incorrect for this case, and the life table would get an extra ""censoring"" line at time 5. The estimated P(state) and its se was correct."
survival,2.42-4,2018-06-30,3,"Fix an edge case in tmerge, when using cumevent and the input data has a 'censored' row. Add a test for this, and for another edge case of repeated updates at the same time point."
survival,2.42-4,2018-06-30,4,"repair xtfrm.Surv: it had returned a partial ordering for survival objects (like order()), it instead needs to be the analog of order(order(x)), a vector of integers with the same sort order as x. Add test cases and a manual page."
survival,2.42-4,2018-06-30,5,"Add more Surv methods: head, tail, rep, rbind, c, rev, t, mean, median, plot, points, lines, levels."
survival,2.42-3,2018-04-16,1,"Remove the coxph warning ""X matrix deemed to be singular"". The coefficients are NA, just as before, we simply say less."
survival,2.42-3,2018-04-16,2,"Fix minor bug in coxph: a covariate that was a constant would have its coefficent reported as 0 rather than NA, if (and only if) it was the only variable in the model, e.g., coxph(Surv(1:10) ~ rep(4,10))."
